query	lat	lon	lat_min	lat_max	lon_min	lon_max
Red River, LA	50.225757	-5.3701346	50.2246285	50.2294463	-5.388157	-5.3500617
Richland, LA	38.7060457	-88.0949352	38.56876	38.850594	-88.300621	-87.907066
Sabine, LA	31.3325489	-93.8722218	31.134363	31.6115277	-94.0488676	-93.600308
St. Bernard, LA	45.35395245	5.89971457641408	45.318989	45.3890616	5.8735244	5.9334921
St. Charles, LA	38.7877791	-90.6747372	38.5342854	38.967641	-90.9644517	-90.107739
St. Helena, LA	-15.9694573	-5.7129442	-16.2894573	-15.6494573	-6.0329442	-5.3929442
St. James, LA	39.573173	-77.7493708307135	39.55024	39.5956226	-77.7813189	-77.721756
St. John the Baptist, LA	30.1141748	-90.5276838	29.88341	30.298779	-90.689117	-90.2774266
St. Landry, LA	30.8443611	-92.257905	30.8243611	30.8643611	-92.277905	-92.237905
St. Martin, LA	48.5683066	6.7539988	48.5618765	48.5855005	6.723106	6.7700941
St. Mary, LA	53.1223834	-2.93478835058987	53.1222859	53.1224793	-2.9350508	-2.9345346
St. Tammany, LA	30.3940826	-89.8950698	30.3740826	30.4140826	-89.9150698	-89.8750698
Tangipahoa, LA	30.8760151	-90.5120391	30.868437	30.884433	-90.524367	-90.505009
Tensas, LA	32.0501553	-91.2503906	32.0301553	32.0701553	-91.2703906	-91.2303906
Terrebonne, LA	45.7081005	-73.6515157	45.6687165	45.8271638	-73.8447776	-73.4870796
Union, LA	16.5735957	120.4089899	16.176663	16.9778287	120.1364554	120.5851375
Vermilion, LA	40.1749809	-87.7323857	39.879108	40.4912239	-87.9420467	-87.5264008
Vernon, LA	44.5076743	4.2245936	44.4959457	44.518459	4.2097481	4.2398742
Washington, LA	38.8949924	-77.0365581	38.7916303	38.9958524	-77.1197663	-76.909366
Webster, LA	37.2895151	-92.8792111	37.069637	37.487751	-93.076818	-92.676537
West Baton Rouge, LA	30.4501907	-91.2051079	30.4301907	30.4701907	-91.2251079	-91.1851079
West Carroll, LA	42.0647352	-89.9556785	41.930275	42.1983159	-90.3229546	-89.68557
West Feliciana, LA	30.709264	-91.146021	30.709015	30.709337	-91.146044	-91.14602
Winn, LA	49.2157517	10.5167693	49.1957517	49.2357517	10.4967693	10.5367693
Androscoggin, ME	44.1402839	-70.196395	43.9067186	44.4872257	-70.4852887	-69.9937928
Aroostook, ME	46.6847962	-68.4701132	45.5728572	47.4598397	-70.0232015	-67.7506286
Cumberland, ME	43.7866027	-70.2531887432273	43.7240461	43.8487836	-70.3367818	-70.1551507
Franklin, ME	44.5870207	-68.2322375	44.539344	44.6543623	-68.3139354	-68.1572721
Hancock, ME	44.529311	-68.253937	44.44327	44.5907554	-68.3960013	-68.2047986
Kennebec, ME	44.6684111	-67.46388	44.6484111	44.6884111	-67.48388	-67.44388
Knox, ME	44.51420395	-69.2133109087779	44.4647951	44.5649254	-69.2916556	-69.1461741
Lincoln, ME	45.3622432	-68.504716	45.2887274	45.4393096	-68.6014045	-68.34107
Oxford, ME	44.131957	-70.493774	44.0604065	44.2007157	-70.5672797	-70.3917353
Penobscot, ME	44.4645203	-68.7111393	44.3953942	44.540833	-68.8009635	-68.5994518
Piscataquis, ME	45.8358193	-69.2923096	45.0109651	46.5740627	-69.8331055	-68.7760611
Sagadahoc, ME	43.9900158	-69.8654643	43.6364748	44.1680976	-70.051824	-69.6647457
Somerset, ME	44.5552585	-70.5525482029382	44.5549682	44.5555256	-70.5527055	-70.5521988
Waldo, ME	44.5125736	-69.0761484	44.4298372	44.5247282	-69.160011	-69.0402523
Washington, ME	44.2736859	-69.3672657	44.2054143	44.3430637	-69.4512512	-69.3237495
York, ME	43.1520973	-70.6493185	43.0700631	43.2608666	-70.757392	-70.4047645
Allegany, MD	39.6572451	-78.6550628	39.4381317	39.7229635	-79.0671292	-78.3133092
Anne Arundel, MD	39.04934705	-76.5128836389789	39.0451995	39.0539307	-76.521853	-76.5060414
Baltimore, MD	39.2908816	-76.610759	39.1972328	39.37204	-76.7112977	-76.5296757
Baltimore City, MD	39.3053485	-76.6990587	39.3052985	39.3053985	-76.6991087	-76.6990087
Calvert, MD	39.7003884	-75.9824455	39.6803884	39.7203884	-76.0024455	-75.9624455
Caroline, MD	34.791269	-82.282715	34.791132	34.791269	-82.282744	-82.282715
Carroll, MD	39.6357736	-75.8060012	39.6357236	39.6358236	-75.8060512	-75.8059512
Cecil, MD	38.7053106	-76.5323155	38.7052606	38.7053606	-76.5323655	-76.5322655
Charles, MD	38.371881	-75.589176	38.370938	38.372557	-75.589642	-75.588553
Dorchester, MD	39.3321017	-76.6864432	39.3221017	39.3421017	-76.6964432	-76.6764432
Frederick, MD	39.4142186	-77.4109269	39.3926326	39.475677	-77.478087	-77.359292
Garrett, MD	39.544087	-79.2496976	39.2019282	39.7229726	-79.4873055	-78.9138162
Harford, MD	39.548545	-76.3048991	39.2580093	39.7212078	-76.5694525	-76.0356404
Howard, MD	39.31842095	-76.6156494489726	39.3183927	39.3184488	-76.6157632	-76.6155334
Kent, MD	39.2587546	-76.1038454	38.9902203	39.4054487	-76.3511353	-75.7559684
Montgomery, MD	39.1406267	-77.2075612	38.9342795	39.354324	-77.527376	-76.8883607
Prince George's, MD	38.8151141	-76.7588579	38.8150641	38.8151641	-76.7589079	-76.7588079
Queen Anne's, MD	38.9964408	-77.0185383	38.9864408	39.0064408	-77.0285383	-77.0085383
Somerset, MD	38.9673017	-77.0955064	38.961997	38.9703897	-77.1017079	-77.0885229
St. Mary's, MD	54.80256255	-7.58980871352902	54.8023523	54.8027512	-7.5900494	-7.5895652
Talbot, MD	38.7542065	-76.1919824	38.5705719	38.9450329	-76.4598456	-75.8959622
Washington, MD	39.5893502	-77.710254	39.318292	39.7225277	-78.3633135	-77.4688748
Wicomico, MD	38.4134581	-76.8766366	38.3934581	38.4334581	-76.8966366	-76.8566366
Worcester, MD	38.2231182	-75.3319465	37.994275	38.4520008	-75.6617692	-74.9851723
Barnstable, MA	41.7001132	-70.2994666	41.5485158	41.7932794	-70.4675983	-70.2596259
Berkshire, MA	51.4534889	-1.03187295933992	51.328963	51.5778253	-1.5880881	-0.4900443
Bristol, MA	34.0291991	-5.0428727	34.0291491	34.0292491	-5.0429227	-5.0428227
Dukes, MA	46.3477209	-87.1579216	46.3277209	46.3677209	-87.1779216	-87.1379216
Essex, MA	51.77046785	0.464669774123004	51.4482784	52.0926625	-0.0197697	1.2965922
Franklin, MA	34.440962	-87.8339064	34.3046089	34.5818743	-88.1736052	-87.5295419
Hampden, MA	44.7445159	-68.836982	44.680683	44.7833806	-68.9651917	-68.78128
Hampshire, MA	51.04483545	-1.24340936034422	50.7057404	51.3839153	-1.9572806	-0.7293437
Middlesex, MA	51.5460558	-0.253779138934072	51.3784098	51.7137193	-0.5355259	0.0098639
Nantucket, MA	41.31691145	-70.1428730152835	41.1888589	41.4433863	-70.3973559	-69.8936439
Norfolk, MA	52.666667	1	52.3553354	52.9916398	0.1536217	1.7457818
Plymouth, MA	50.3712659	-4.1425658	50.3327197	50.4441737	-4.2055322	-4.0196056
Suffolk, MA	52.24100135	1.04668303125652	51.9317644	52.5502218	0.3399748	1.7689121
Worcester, MA	42.2761217	-71.8058232	42.2100397	42.341187	-71.8840431	-71.7312371
Alcona, MI	44.6765986	-83.5908023	44.508799	44.8595152	-83.8884586	-83.2695605
Alger, MI	46.4047895	-86.5280993	46.1584974	46.6906395	-87.1165175	-85.8644473
Allegan, MI	42.5867203	-85.8861492	42.4188488	42.7689375	-86.2744065	-85.5430499
Alpena, MI	45.0176181	-83.6670019	44.8564917	45.207129	-83.8904871	-83.1903213
Antrim, MI	44.9947369	-85.1133189	44.8128195	45.2079393	-85.444259	-84.8473172
Arenac, MI	44.0608193	-83.8718694	43.9104589	44.163514	-84.166744	-83.4267653
Baraga, MI	46.6354348	-88.3876368	46.4198867	46.9671144	-88.679909	-87.9911113
Barry, MI	36.7033624	-93.8229669	36.4986696	36.933636	-94.0771917	-93.573975
Bay, MI	43.6957567	-83.9402747	43.4786236	43.9970724	-84.1681219	-83.6985269
Benzie, MI	44.6408868	-85.9928452	44.5129654	44.7783603	-86.2592036	-85.8150418
Berrien, MI	41.9838614	-86.3985714	41.7595495	42.2434987	-86.8254277	-86.2228021
Branch, MI	41.916753	-85.0649374	41.7595181	42.0728118	-85.2935436	-84.8250385
Calhoun, MI	42.2461339	-85.0229223	42.0703289	42.4221458	-85.2995797	-84.7096133
Cass, MI	47.0234117	-94.3454604	46.27697	47.479656	-94.785645	-93.769394
Charlevoix, MI	45.202075	-84.9676387	45.1150711	45.8415706	-85.8461282	-84.7326236
Cheboygan, MI	45.4417481	-84.4768486	45.1987075	45.7886166	-84.7342677	-84.204221
Chippewa, MI	45.027661	-95.5314914	44.7528994	45.153675	-96.03717	-95.24556
Clare, MI	43.9688673	-84.8505091	43.8136088	44.1642517	-85.088808	-84.6060368
Clinton, MI	39.5975986	-94.4184896	39.453526	39.7473084	-94.6022385	-94.209846
Crawford, MI	37.9920098	-91.3156445	37.6973012	38.216431	-91.536018	-91.0945123
Delta, MI	46.0236602	-86.8950252	45.4773321	46.1591038	-87.3676479	-86.4590819
Dickinson, MI	38.8790615	-97.1893341	38.6092529	39.1335404	-97.3719157	-96.890042
Eaton, MI	42.5935964	-84.8443666	42.4214487	42.7707303	-85.0755823	-84.600422
Emmet, MI	45.5064041	-84.8567966	45.2710357	45.7895503	-85.1747328	-84.7299033
Genesee, MI	43.0220032	-83.7274305	42.7807693	43.2231163	-83.9320666	-83.453297
Gladwin, MI	43.9747774	-84.3873235	43.813561	44.1617469	-84.6079939	-84.1658825
Gogebic, MI	46.403433	-89.6626791	46.0973	46.765498	-90.4185348	-88.990211
Grand Traverse, MI	44.6409162	-85.5801336	44.5122241	45.0005467	-85.8177214	-85.3327992
Gratiot, MI	43.2903117	-84.6098023	43.1175814	43.4662372	-84.8459317	-84.3677256
Hillsdale, MI	41.8779105	-84.5984396	41.6961278	42.073467	-84.8263945	-84.3604192
Houghton, MI	46.8591287	-88.7774734	46.4196876	47.286097	-88.9912186	-88.2273744
Huron, MI	43.8385749	-83.0221987	43.6674643	44.0702269	-83.4957343	-82.6046853
Ingham, MI	42.5860505	-84.3800841	42.4219626	42.7765971	-84.603137	-84.1405952
Ionia, MI	42.9469688	-85.0713945	42.7696756	43.1201659	-85.3124696	-84.8368088
Iosco, MI	44.3501989	-83.6582168	44.161786	44.511759	-83.8865395	-83.3160058
Iron, MI	37.575509	-90.6953467	37.273071	37.743568	-91.1551095	-90.5347677
Isabella, MI	43.6306545	-84.8468516	43.4659459	43.8152173	-85.088808	-84.6060368
Jackson, MI	32.2990384	-90.1847691	32.209657	32.410998	-90.321871	-90.0645609
Kalamazoo, MI	42.291707	-85.5872286	42.215564	42.332752	-85.6627076	-85.5307779
Kalkaska, MI	44.6780512	-85.1002509	44.5103509	44.8596168	-85.33403	-84.8473172
Kent, MI	43.0024013	-85.5502718	42.7680674	43.2943129	-85.7906124	-85.3095783
Keweenaw, MI	47.3876058	-88.0742387	47.199782	48.2627446	-89.3181586	-87.5855113
Lake, MI	47.6348022	-91.4394994	46.9396536	48.206	-91.802574	-91.024597
Lapeer, MI	43.0904764	-83.2333705	42.880432	43.3270374	-83.4607057	-82.983647
Leelanau, MI	44.8878795	-85.8119919	44.774431	45.4914405	-86.1564335	-85.5268431
Lenawee, MI	41.8735258	-84.0624323	41.7066106	42.08243	-84.36339	-83.7631185
Livingston, MI	39.7639036	-93.5573919	39.611866	39.967762	-93.764694	-93.25946
Luce, MI	46.4824144	-85.5556156	46.244743	46.7551507	-85.865211	-85.2377719
Mackinac, MI	46.085237	-85.0336698	45.7181145	46.2456832	-85.8653533	-84.1141231
Macomb, MI	42.6741189	-82.902901	42.4470609	42.897541	-83.102891	-82.705966
Manistee, MI	44.3308044	-86.0262043	44.1642448	44.5183093	-86.3886288	-85.8177086
Marquette, MI	46.4481521	-87.6305899	45.9850354	46.9666042	-88.1175506	-87.1160433
Mason, MI	43.9778831	-86.246291	43.8154836	44.1787643	-86.5154033	-86.0378498
Mecosta, MI	43.6375503	-85.3168199	43.4661806	43.8154528	-85.5626927	-85.0849929
Menominee, MI	45.5785741	-87.562159	45.0947645	45.9859531	-87.888236	-87.2635969
Midland, MI	31.9973662	-102.0779482	31.9184063	32.1293873	-102.2697973	-102.0176654
Missaukee, MI	44.336979	-85.1070535	44.1613398	44.5122339	-85.3382646	-84.8508618
Monroe, MI	41.9153358	-83.5135665	41.723552	42.0943936	-83.773922	-83.1709833
Montcalm, MI	43.3055418	-85.112198	43.1187526	43.4681385	-85.5625855	-84.8352469
Montmorency, MI	45.0192008	-84.1322903	44.8548936	45.2020431	-84.3717337	-83.8802992
Muskegon, MI	43.2341813	-86.2483921	43.203379	43.269701	-86.3482565	-86.1693721
Newaygo, MI	43.5121225	-85.7944976	43.2928897	43.8154836	-86.0397845	-85.5622412
Oakland, MI	37.8044557	-122.2713563	37.6336763	37.8854257	-122.355881	-122.1144203
Oceana, MI	43.6200297	-86.277073	43.4673478	43.8194993	-86.5416212	-86.0378498
Ogemaw, MI	44.3364914	-84.125549	44.1605501	44.5088532	-84.3705988	-83.883183
Ontonagon, MI	46.6471877	-89.3293792	46.3323049	47.0312771	-89.8880643	-88.8637387
Osceola, MI	43.9654579	-85.3310847	43.8136088	44.1650208	-85.5645995	-85.087349
Oscoda, MI	44.6789109	-84.1467693	44.5071935	44.8565906	-84.3717337	-83.8865395
Otsego, MI	45.0244123	-84.6136788	44.854931	45.2019595	-84.8574241	-84.3665489
Ottawa, MI	42.9547143	-85.9827867	42.7675202	43.2059324	-86.2718127	-85.7820969
Presque Isle, MI	45.3375258	-83.9567881	45.1986063	45.6262576	-84.2519848	-83.3807771
Roscommon, MI	44.3326932	-84.6165164	44.1604867	44.51144	-84.8558111	-84.3663205
Saginaw, MI	43.4200387	-83.9490365	43.379884	43.469802	-83.9957638	-83.902285
Sanilac, MI	43.4150687	-82.8234745	43.154099	43.690439	-83.1203917	-82.503163
Schoolcraft, MI	46.1902943	-86.1833841	45.7569188	46.5058415	-86.6154419	-85.86441
Shiawassee, MI	42.9429488	-84.1458259	42.7757523	43.1327249	-84.3678434	-83.9224198
St. Clair, MI	42.9426715	-82.6283554	42.4789016	43.168946	-82.996257	-82.3354016
St. Joseph, MI	39.7686055	-94.8466322	39.697215	39.82119	-94.899029	-94.743339
Tuscola, MI	43.4776781	-83.3951071	43.22145	43.7341483	-83.699392	-83.1038377
Van Buren, MI	42.2710763	-86.013973	42.0692625	42.4206535	-86.3648351	-85.7628852
Washtenaw, MI	42.2582044	-83.8440853	42.071577	42.4351845	-84.134079	-83.539396
Wayne, MI	42.2682408	-83.2844172	42.02793	42.4514087	-83.5518934	-82.7502942
Wexford, MI	40.6264561	-80.055891	40.5864561	40.6664561	-80.095891	-80.015891
Aitkin, MN	46.5714822	-93.3847595	46.1537126	47.031593	-93.811417	-93.049484
Anoka, MN	45.2710195	-93.2827625	45.035487	45.4145196	-93.5127115	-93.0195014
Becker, MN	46.9298236	-95.6761851	46.7175342	47.1525615	-96.194837	-95.1621873
Beltrami, MN	47.9978537	-94.8799011	47.410271	48.542343	-95.602676	-94.415962
Benton, MN	45.7162129	-94.0481042	45.5591135	45.8241743	-94.353203	-93.7586671
Big Stone, MN	45.385266	-96.3557364	45.179989	45.586388	-96.8351361	-96.10334
Blue Earth, MN	44.0109722	-94.0560643	43.849972	44.2640564	-94.371063	-93.767883
Brown, MN	44.2350232	-94.6955051	44.108883	44.4951734	-95.106201	-94.367241
Carlton, MN	46.5799933	-92.7206334	46.41722	46.7687371	-93.061233	-92.291597
Carver, MN	44.807118	-93.7871792	44.634562	44.978889	-94.0123375	-93.5203549
Cass, MN	47.0234117	-94.3454604	46.27697	47.479656	-94.785645	-93.769394
Chippewa, MN	45.027661	-95.5314914	44.7528994	45.153675	-96.03717	-95.24556
Chisago, MN	45.4758877	-92.8849411	45.2960551	45.7307691	-93.1419908	-92.6464624
Clay, MN	46.8994904	-96.5088202	46.628653	47.1518559	-96.8412467	-96.172913
Clearwater, MN	47.5643825	-95.3747844	47.1511729	48.021877	-95.58252	-95.1692657
Cook, MN	47.9149076	-90.47301	47.4628317	48.2459444	-91.0310833	-89.4918112
Cottonwood, MN	44.019068	-95.1658845	43.84964	44.197037	-95.46328	-94.858337
Crow Wing, MN	46.4665237	-94.1017044	46.155106	46.805992	-94.394402	-93.775993
Dakota, MN	44.666655	-93.044911	44.4711806	44.923287	-93.329828	-92.7339495
Dodge, MN	44.0175404	-92.8678406	43.8484341	44.196942	-93.0460482	-92.6779859
Douglas, MN	45.9340479	-95.4627651	45.759987	46.107971	-95.76931	-95.138779
Faribault, MN	43.6647961	-93.9510501	43.4996188	43.850636	-94.2490063	-93.648003
Fillmore, MN	43.6466588	-92.0636359	43.5003789	43.850281	-92.4508726	-91.730453
Freeborn, MN	43.6763617	-93.3501681	43.4994288	43.850636	-93.6486345	-93.0495965
Goodhue, MN	44.396973	-92.7175627	44.1948492	44.7149422	-93.040602	-92.2437114
Grant, MN	45.9358795	-96.0272071	45.759987	46.109035	-96.266747	-95.759445
Hennepin, MN	45.0257232	-93.4865052	44.7851309	45.246598	-93.770195	-93.1768708
Houston, MN	43.6624222	-91.4685617	43.500488	43.8473503	-91.7305399	-91.217353
Hubbard, MN	47.1138266	-94.9427679	46.804138	47.412361	-95.182747	-94.655396
Isanti, MN	45.56932235	-93.3265209552357	45.4117555	45.734318	-93.513683	-93.0195014
Itasca, MN	47.4968343	-93.6225663	47.026306	47.902191	-94.420166	-93.056015
Jackson, MN	43.670011	-95.1500626	43.5002021	43.85078	-95.4547045	-94.855064
Kanabec, MN	45.8986948	-93.2850016	45.7305478	46.1590845	-93.521187	-93.052414
Kandiyohi, MN	45.142373	-95.0025846	44.8913275	45.414005	-95.254906	-94.7570152
Kittson, MN	48.7709208	-96.8074141	48.543793	49.000495	-97.2392619	-96.386993
Koochiching, MN	48.221596	-93.7684251	47.846035	48.7119444	-94.431732	-93.080368
Lac qui Parle, MN	44.986426	-96.2024907	44.8055722	45.269466	-96.452949	-95.73632
Lake, MN	47.6348022	-91.4394994	46.9396536	48.206	-91.802574	-91.024597
Lake of the Woods, MN	48.7032282	-94.8480091	48.369064	49.3844722	-95.342606	-94.431114
Le Sueur, MN	44.3771652	-93.711443	44.19714	44.546612	-94.0264979	-93.525085
Lincoln, MN	44.4020631	-96.2627763	44.198395	44.6316691	-96.4527929	-96.074661
Lyon, MN	44.3880733	-95.8287296	44.196442	44.630966	-96.093254	-95.592079
Mahnomen, MN	47.3313602	-95.8142911	47.1502989	47.5000224	-96.0677143	-95.5502704
Marshall, MN	48.3605336	-96.381968	48.17292	48.5451401	-97.1640922	-95.592117
Martin, MN	43.6564337	-94.5498419	43.500123	43.850136	-94.8575959	-94.248032
McLeod, MN	44.8169135	-94.2495251	44.630028	44.9795353	-94.499908	-94.0099287
Meeker, MN	45.1183643	-94.5175345	44.892925	45.327202	-94.762138	-94.254379
Mille Lacs, MN	45.9311972	-93.640356	45.5595075	46.2471935	-93.810715	-93.4301253
Morrison, MN	45.9926837	-94.2554658	45.775826	46.346313	-94.651863	-93.7637985
Mower, MN	43.6832277	-92.753704	43.4996861	43.8487911	-93.0504956	-92.4490347
Murray, MN	44.017855	-95.7615205	43.8490026	44.198692	-96.0653209	-95.462204
Nicollet, MN	44.3380412	-94.2362169	44.156178	44.458828	-94.791725	-93.928352
Nobles, MN	43.6634212	-95.7527672	43.4999348	43.850754	-96.0531902	-95.452682
Norman, MN	47.3194344	-96.4625779	47.1512228	47.4999885	-96.871768	-96.0669253
Olmsted, MN	43.999812	-92.3765614	43.8338592	44.1955011	-92.6893891	-92.0789369
Otter Tail, MN	46.4184196	-95.713142	46.107246	46.719143	-96.282715	-95.145409
Pennington, MN	48.0513335	-96.0829271	47.933426	48.174252	-96.505028	-95.581703
Pine, MN	46.0820957	-92.7542126	45.730024	46.4184223	-93.141967	-92.292782
Pipestone, MN	44.0270012	-96.2566582	43.8490026	44.199295	-96.453405	-96.06279
Polk, MN	47.6554613	-96.4193484	47.4990914	48.1754639	-97.147186	-95.552551
Pope, MN	45.5850258	-95.4469471	45.412163	45.760223	-95.759445	-95.131889
Ramsey, MN	45.0165728	-93.0949501	44.8872811	45.1245495	-93.2278384	-92.9841805
Red Lake, MN	47.8605178	-96.0988343	47.760296	47.965931	-96.484596	-95.711731
Redwood, MN	44.3788613	-95.2532373	44.196442	44.6986876	-95.593842	-94.8622028
Renville, MN	44.7242874	-94.9084771	44.456638	44.894192	-95.4830796	-94.494774
Rice, MN	44.3413376	-93.2865484	44.197826	44.5439451	-93.525638	-93.0394036
Rock, MN	43.6733632	-96.2574328	43.5000913	43.8494878	-96.453408	-96.0525649
Roseau, MN	48.7710371	-95.7697882	48.540524	49.0000807	-96.4066313	-95.092888
Scott, MN	44.6506998	-93.5025726	44.5430611	44.812818	-93.9112294	-93.27813
Sherburne, MN	45.4427088	-93.7459202	45.2458788	45.5599907	-94.1501507	-93.5098
Sibley, MN	44.5603522	-94.2085682	44.456638	44.71944	-94.627769	-93.7628789
St. Louis, MN	47.6201005	-92.4363343	46.6491584	48.6315556	-93.096642	-91.789322
Stearns, MN	45.535326	-94.6139422	45.283615	45.7770688	-95.139786	-94.0481202
Steele, MN	44.0137336	-93.2203671	43.8481545	44.196737	-93.4066803	-93.0453679
Stevens, MN	45.5837016	-95.9946194	45.412216	45.760906	-96.254242	-95.745094
Swift, MN	45.2797223	-95.6898654	45.152496	45.413258	-96.1185	-95.24556
Todd, MN	46.0588428	-94.887283	45.774395	46.370777	-95.156334	-94.641861
Traverse, MN	45.7836323	-96.4215265	45.5858503	46.0228213	-96.857515	-96.253548
Wabasha, MN	44.2767596	-92.2018164	44.1065259	44.456142	-92.55172	-91.8602404
Wadena, MN	46.5850936	-94.9606684	46.369751	46.807209	-95.164246	-94.731178
Waseca, MN	44.0172242	-93.5885717	43.849773	44.198315	-93.769028	-93.404594
Washington, MN	45.0078657	-92.874565	44.7377382	45.2968641	-93.022053	-92.7396452
Watonwan, MN	43.9736055	-94.6370354	43.849247	44.109806	-94.86142	-94.369324
Wilkin, MN	46.3258354	-96.4586194	46.022503	46.630795	-96.7913246	-96.265572
Winona, MN	43.9582272	-91.7807784	43.8468753	44.1932904	-92.0793558	-91.2838718
Wright, MN	45.1489061	-93.9639196	44.9784732	45.4239871	-94.2631217	-93.5148998
Yellow Medicine, MN	44.7198536	-95.8533555	44.543282	44.93679	-96.451888	-95.356705
Adams, MS	32.1598736	-90.5606536	32.1398736	32.1798736	-90.5806536	-90.5406536
Alcorn, MS	31.8779382	-91.1392755	31.8579382	31.8979382	-91.1592755	-91.1192755
Amite, MS	31.1729865	-90.8217568	30.9991963	31.3494399	-91.0954148	-90.5475042
Attala, MS	33.0777868	-89.5680661	32.8794079	33.2857902	-89.9662656	-89.3166444
Benton, MS	32.8265223	-90.259533	32.8065223	32.8465223	-90.279533	-90.239533
Bolivar, MS	33.659834	-91.0531635	33.639834	33.679834	-91.0731635	-91.0331635
Calhoun, MS	31.6959952	-89.2053362	31.6759952	31.7159952	-89.2253362	-89.1853362
Carroll, MS	33.4230182	-89.9110025	33.2141311	33.677311	-90.1747905	-89.6451588
